407  0 FBIS3-60342 0 1.4577806 0 
408  0 FT924-5421 0 1.5479487 0 
408  0 FT942-15949 1 1.4369321 0 
408  0 LA050690-0027 2 1.414252 0 
408  0 LA092489-0195 3 1.4083912 0 
408  0 FT933-13553 4 1.3399944 0 
408  0 FBIS3-21123 5 1.323688 0 
408  0 LA100889-0164 6 1.2759407 0 
408  0 LA043090-0007 7 1.2730515 0 
408  0 FBIS4-22867 8 1.272726 0 
408  0 FT931-14026 9 1.2660766 0 
408  0 LA012589-0099 10 1.2422351 0 
408  0 LA101390-0004 11 1.2370963 0 
408  0 LA022289-0050 12 1.2118036 0 
408  0 FT933-14332 13 1.1944135 0 
408  0 FBIS4-55900 14 1.1918534 0 
408  0 LA021789-0187 15 1.1798398 0 
408  0 FT943-9468 16 1.1613251 0 
408  0 FBIS3-35040 17 1.149533 0 
408  0 FBIS3-12005 18 1.1487908 0 
408  0 FBIS4-67555 19 1.1397194 0 
408  0 FBIS4-55453 20 1.1397194 0 
408  0 FBIS3-41577 21 1.1374508 0 
408  0 LA101490-0205 22 1.1301234 0 
408  0 FBIS4-32827 23 1.0959237 0 
408  0 FBIS3-22994 24 1.0959237 0 
408  0 LA022789-0079 25 1.0946152 0 
408  0 LA052290-0086 26 1.0850052 0 
408  0 FT923-9797 27 1.0850052 0 
408  0 LA101989-0121 28 1.0825651 0 
408  0 FBIS4-21735 29 1.0798132 0 
408  0 LA060290-0088 30 1.0734729 0 
408  0 LA090189-0084 31 1.064839 0 
408  0 LA102090-0034 32 1.051116 0 
408  0 LA030789-0073 33 1.0486977 0 
408  0 LA090289-0064 34 1.0455371 0 
408  0 LA101190-0220 35 1.0337301 0 
408  0 FT941-14780 36 1.0323088 0 
408  0 FT931-7726 37 1.0045397 0 
408  0 FBIS4-45786 38 1.002308 0 
408  0 FBIS4-38775 39 1.002308 0 
408  0 LA071789-0012 40 0.99508834 0 
408  0 LA022190-0020 41 0.98639333 0 
408  0 LA110590-0118 42 0.98639333 0 
408  0 LA062489-0114 43 0.9780105 0 
408  0 LA031089-0099 44 0.9780105 0 
408  0 FT931-1810 45 0.9780104 0 
